user_id,variant,order_value,order_value_pre
u_02794,control,86.61,88.85
u_02795,control,54.38,55.09
u_02796,control,26.75,24.98
u_02797,control,91.01,90.25
u_02798,control,36.31,39.58
u_02799,control,62.4,55.03
u_02800,control,10.19,3.53
u_02801,control,66.14,61.42
u_02802,control,58.22,58.93
u_02803,control,26.21,18.07
u_02804,control,53.96,55.92
u_02805,control,98.53,89.42
u_02806,control,43.15,31.98
u_02807,control,19.1,35.77
u_02808,control,45.02,41.1
u_02809,control,47.33,23.85
u_02810,control,65.47,66.57
u_02811,control,58.09,58.87
u_02812,control,26.0,52.94
u_02813,control,62.68,64.47
u_02814,control,99.49,84.47
u_02815,control,53.28,57.4
u_02816,control,37.33,29.48
u_02817,control,25.59,51.38
u_02818,control,46.97,57.59
u_02819,control,64.89,71.55
u_02820,control,19.5,31.43
u_02821,control,70.41,75.24
u_02822,control,51.8,51.27
u_02823,control,44.51,53.99
u_02824,control,129.29,135.39
u_02825,control,64.53,58.26
u_02826,control,33.61,39.91
u_02827,control,45.25,60.44
u_02828,control,65.2,68.9
u_02829,control,59.0,58.57
u_02830,control,14.21,21.29
u_02831,control,43.88,57.11
u_02832,control,56.75,49.07
u_02833,control,40.7,50.8
u_02834,control,40.52,38.01
u_02835,control,61.92,65.78
u_02836,control,95.82,71.22
u_02837,control,14.46,32.63
u_02838,control,19.2,19.99
u_02839,control,76.31,57.92
u_02840,control,65.93,78.45
u_02841,control,32.03,28.98
u_02842,control,4.79,11.98
u_02843,control,56.4,34.14
u_02844,control,44.02,51.91
u_02845,control,41.62,26.29
u_02846,control,67.49,77.26
u_02847,control,50.19,55.07
u_02848,control,19.36,28.53
u_02849,control,43.18,31.63
u_02850,control,42.43,50.74
u_02851,control,27.16,27.8
u_02852,control,26.0,17.62
u_02853,control,45.5,55.13
u_02854,control,35.56,18.62
u_02855,control,42.57,41.32
u_02856,control,28.68,11.5
u_02857,control,71.88,88.51
u_02858,control,64.86,49.99
u_02859,control,99.32,111.57
u_02860,control,35.47,28.85
u_02861,control,60.07,47.74
u_02862,control,37.09,51.03
u_02863,control,32.92,28.08
u_02864,control,26.99,25.87
u_02865,control,56.96,63.45
u_02866,control,26.12,8.94
u_02867,control,80.21,63.33
u_02868,control,41.39,43.34
u_02869,control,78.7,73.5
u_02870,control,60.97,63.76
u_02871,control,14.21,26.47
u_02872,control,34.95,42.59
u_02873,control,60.82,52.95
u_02874,control,49.77,50.72
u_02875,control,38.49,56.15
u_02876,control,57.16,57.44
u_02877,control,9.8,18.94
u_02878,control,68.78,66.47
u_02879,control,12.58,6.51
u_02880,control,78.12,99.08
u_02881,control,36.79,25.39
u_02882,control,63.12,46.05
u_02883,control,15.38,21.98
u_02884,control,65.01,60.59
u_02885,control,60.46,49.36
u_02886,control,43.54,69.31
u_02887,control,17.18,17.73
u_02888,control,30.44,26.11
u_02889,control,60.68,44.37
u_02890,control,79.83,91.36
u_02891,control,25.23,26.65
u_02892,control,35.51,38.43
u_02893,control,49.48,58.97
u_02894,control,127.89,121.75
u_02895,control,29.19,27.58
u_02896,control,40.18,48.06
u_02897,control,30.72,45.43
u_02898,control,54.81,26.62
u_02899,control,94.0,82.26
u_02900,control,49.75,41.79
u_02901,control,144.23,123.64
u_02902,control,34.42,48.83
u_02903,control,70.13,70.71
u_02904,control,35.34,34.18
u_02905,control,22.35,15.63
u_02906,control,41.14,38.73
u_02907,control,44.36,56.93
u_02908,control,38.52,21.18
u_02909,control,92.53,87.88
u_02910,control,44.84,38.54
u_02911,control,33.58,39.25
u_02912,control,121.42,118.33
u_02913,control,21.73,24.09
u_02914,control,34.64,48.13
u_02915,control,79.0,57.53
u_02916,control,34.42,35.81
u_02917,control,21.76,31.16
u_02918,control,41.16,22.4
u_02919,control,112.76,109.06
u_02920,control,51.72,63.17
u_02921,control,62.11,74.36
u_02922,control,46.55,57.68
u_02923,control,55.42,65.26
u_02924,control,44.61,34.9
u_02925,control,41.01,40.55
u_02926,control,22.01,30.17
u_02927,control,70.93,57.9
u_02928,control,54.22,24.2
u_02929,control,25.66,27.63
u_02930,control,48.04,61.81
u_02931,control,44.7,41.62
u_02932,control,66.21,76.9
u_02933,control,28.85,27.24
u_02934,control,30.01,27.93
u_02935,control,41.69,28.75
u_02936,control,73.3,92.29
u_02937,control,69.43,57.64
u_02938,control,41.9,48.21
u_02939,control,68.72,75.61
u_02940,control,62.6,69.14
u_02941,control,28.13,26.09
u_02942,control,61.17,69.02
u_02943,control,74.95,79.94
u_02944,control,71.43,75.98
u_02945,control,24.3,15.46
u_02946,control,34.58,38.63
u_02947,control,24.26,36.37
u_02948,control,39.86,44.87
u_02949,control,57.55,57.96
u_02950,control,46.87,38.85
u_02951,control,67.57,53.73
u_02952,control,19.54,20.65
u_02953,control,31.21,29.58
u_02954,control,77.12,78.14
u_02955,control,67.71,69.95
u_02956,control,48.33,49.95
u_02957,control,59.05,53.2
u_02958,control,48.47,45.07
u_02959,control,63.7,65.37
u_02960,control,58.04,78.83
u_02961,control,30.58,53.03
u_02962,control,54.91,45.48
u_02963,control,61.73,65.55
u_02964,control,46.77,55.99
u_02965,control,52.86,30.99
u_02966,control,102.47,76.29
u_02967,control,49.41,44.64
u_02968,control,77.67,71.59
u_02969,control,92.1,105.61
u_02970,control,59.07,51.59
u_02971,control,57.19,71.3
u_02972,control,57.7,27.53
u_02973,control,55.24,52.28
u_02974,control,33.47,35.32
u_02975,control,145.0,149.51
u_02976,control,14.41,31.33
u_02977,control,45.94,49.3
u_02978,control,62.34,48.23
u_02979,control,55.79,64.21
u_02980,control,43.15,42.7
u_02981,control,4.81,3.34
u_02982,control,24.24,6.4
u_02983,control,46.18,58.19
u_02984,control,36.72,12.38
u_02985,control,62.31,50.79
u_02986,control,73.79,76.9
u_02987,control,55.34,69.28
u_02988,control,83.21,72.11
u_02989,control,11.36,1.74
u_02990,control,33.09,54.5
u_02991,control,28.89,34.23
u_02992,control,23.6,15.72
u_02993,control,40.32,32.89
u_02994,control,91.92,94.64
u_02995,control,105.28,94.96
u_02996,control,29.95,30.67
u_02997,control,49.53,36.19
u_02998,control,58.24,54.27
u_02999,control,48.32,30.22
u_03000,variant,37.45,38.27
u_03001,variant,41.34,54.33
u_03002,variant,16.81,2.13
u_03003,variant,72.35,84.84
u_03004,variant,27.0,23.17
u_03005,variant,55.26,43.33
u_03006,variant,40.78,58.35
u_03007,variant,20.48,28.08
u_03008,variant,55.52,54.04
u_03009,variant,64.46,56.09
u_03010,variant,43.42,33.75
u_03011,variant,48.62,34.28
u_03012,variant,37.29,12.28
u_03013,variant,54.8,31.97
u_03014,variant,25.14,36.18
u_03015,variant,37.26,46.94
u_03016,variant,13.85,34.22
u_03017,variant,50.37,47.71
u_03018,variant,36.02,68.62
u_03019,variant,45.65,54.56
u_03020,variant,35.92,71.73
u_03021,variant,32.83,43.78
u_03022,variant,22.31,16.18
u_03023,variant,24.59,25.28
u_03024,variant,43.16,43.56
u_03025,variant,71.23,74.55
u_03026,variant,54.92,72.9
u_03027,variant,160.28,142.25
u_03028,variant,32.67,21.93
u_03029,variant,55.31,66.57
u_03030,variant,65.34,55.87
u_03031,variant,101.7,86.84
u_03032,variant,82.44,78.14
u_03033,variant,54.1,47.19
u_03034,variant,62.31,67.38
u_03035,variant,50.48,51.62
u_03036,variant,45.7,51.99
u_03037,variant,65.66,58.04
u_03038,variant,58.68,46.84
u_03039,variant,55.64,47.78
u_03040,variant,93.92,83.36
u_03041,variant,58.79,53.36
u_03042,variant,51.92,52.27
u_03043,variant,36.66,47.87
u_03044,variant,36.72,27.33
u_03045,variant,29.32,10.38
u_03046,variant,56.3,38.43
u_03047,variant,65.24,86.3
u_03048,variant,47.5,34.2
u_03049,variant,130.09,107.74
u_03050,variant,12.97,1.0
u_03051,variant,56.71,49.85
u_03052,variant,54.49,42.45
u_03053,variant,93.31,100.35
u_03054,variant,30.95,38.64
u_03055,variant,10.5,12.64
u_03056,variant,27.26,44.88
u_03057,variant,56.47,40.88
u_03058,variant,17.97,7.04
u_03059,variant,50.06,45.02
u_03060,variant,35.91,36.84
u_03061,variant,82.75,85.62
u_03062,variant,46.38,32.39
u_03063,variant,30.9,29.52
u_03064,variant,44.15,48.22
u_03065,variant,44.85,60.62
u_03066,variant,65.34,52.68
u_03067,variant,48.39,39.87
u_03068,variant,120.89,109.41
u_03069,variant,29.08,24.45
u_03070,variant,34.47,34.58
u_03071,variant,28.9,33.37
u_03072,variant,50.6,27.55
u_03073,variant,46.46,54.13
u_03074,variant,37.12,43.22
u_03075,variant,65.21,56.18
u_03076,variant,43.65,59.6
u_03077,variant,41.57,36.16
u_03078,variant,56.27,44.17
u_03079,variant,35.66,24.54
u_03080,variant,25.27,34.6
u_03081,variant,45.39,36.61
u_03082,variant,49.48,60.19
u_03083,variant,12.14,11.17
u_03084,variant,34.51,57.45
u_03085,variant,70.29,66.91
u_03086,variant,71.89,79.21
u_03087,variant,16.88,15.47
u_03088,variant,37.29,12.3
u_03089,variant,41.68,28.52
u_03090,variant,32.35,25.14
u_03091,variant,72.15,73.55
u_03092,variant,32.89,41.03
u_03093,variant,66.02,61.19
u_03094,variant,35.43,62.29
u_03095,variant,26.53,21.74
u_03096,variant,27.21,22.56
u_03097,variant,65.05,55.73
u_03098,variant,50.12,39.21
u_03099,variant,13.95,18.24
u_03100,variant,30.87,24.67
u_03101,variant,36.97,49.13
u_03102,variant,18.32,19.11
u_03103,variant,76.04,70.15
u_03104,variant,20.48,23.21
u_03105,variant,35.72,50.69
u_03106,variant,63.01,58.12
u_03107,variant,28.62,21.3
u_03108,variant,21.88,16.53
u_03109,variant,64.58,66.19
u_03110,variant,71.66,70.72
u_03111,variant,45.63,23.99
u_03112,variant,50.6,19.26
u_03113,variant,25.34,11.02
u_03114,variant,61.64,46.85
u_03115,variant,9.78,14.03
u_03116,variant,72.84,84.85
u_03117,variant,41.47,38.78
u_03118,variant,25.61,37.04
u_03119,variant,44.61,37.24
u_03120,variant,40.53,47.39
u_03121,variant,35.28,43.04
u_03122,variant,48.72,29.71
u_03123,variant,26.06,23.15
u_03124,variant,76.4,74.47
u_03125,variant,36.18,36.24
u_03126,variant,21.03,1.0
u_03127,variant,49.84,33.34
u_03128,variant,30.88,32.09
u_03129,variant,68.7,74.79
u_03130,variant,39.77,35.42
u_03131,variant,27.02,39.72
u_03132,variant,64.6,46.94
u_03133,variant,71.71,62.91
u_03134,variant,100.29,81.76
u_03135,variant,34.23,28.29
u_03136,variant,66.64,85.17
u_03137,variant,65.49,69.26
u_03138,variant,32.82,31.54
u_03139,variant,23.02,34.51
u_03140,variant,53.22,58.28
u_03141,variant,49.82,52.25
u_03142,variant,54.31,71.14
u_03143,variant,28.43,41.64
u_03144,variant,54.32,40.87
u_03145,variant,46.85,44.41
u_03146,variant,53.3,55.91
u_03147,variant,33.58,31.22
u_03148,variant,49.85,58.27
u_03149,variant,98.14,69.06
u_03150,variant,86.23,92.32
u_03151,variant,62.58,63.85
u_03152,variant,12.59,30.56
u_03153,variant,111.71,106.66
u_03154,variant,52.11,50.23
u_03155,variant,95.89,97.0
u_03156,variant,65.71,58.83
u_03157,variant,16.69,14.1
u_03158,variant,91.63,107.36
u_03159,variant,74.4,69.8
u_03160,variant,51.08,50.9
u_03161,variant,10.3,21.46
u_03162,variant,65.72,60.11
u_03163,variant,43.45,59.65
u_03164,variant,120.29,130.9
u_03165,variant,96.27,91.95
u_03166,variant,107.65,107.54
u_03167,variant,53.44,41.04
u_03168,variant,41.64,47.05
u_03169,variant,58.4,48.16
u_03170,variant,30.11,41.36
u_03171,variant,39.55,57.49
u_03172,variant,29.54,39.07
u_03173,variant,87.35,87.06
u_03174,variant,94.28,98.78
u_03175,variant,68.74,60.38
u_03176,variant,23.48,28.69
u_03177,variant,112.51,110.72
u_03178,variant,61.21,61.39
u_03179,variant,46.63,52.32
u_03180,variant,61.55,74.95
u_03181,variant,22.95,15.67
u_03182,variant,29.27,46.73
u_03183,variant,77.4,85.19
u_03184,variant,17.33,17.79
u_03185,variant,27.56,20.54
u_03186,variant,65.94,82.37
u_03187,variant,60.25,60.21
u_03188,variant,22.36,24.92
u_03189,variant,38.32,50.84
u_03190,variant,56.67,49.12
u_03191,variant,40.53,40.01
u_03192,variant,51.46,67.65
u_03193,variant,50.23,37.65
u_03194,variant,64.67,56.8
u_03195,variant,70.97,54.49
u_03196,variant,70.57,61.38
u_03197,variant,24.76,28.36
u_03198,variant,59.64,63.93
u_03199,variant,24.99,20.74
u_03200,variant,52.25,24.04
u_03201,variant,69.89,65.87
u_03202,variant,72.49,44.42
u_03203,variant,44.25,29.61
u_03204,variant,35.42,36.98
u_03205,variant,34.74,35.73
u_03206,variant,53.23,50.68
u_03207,variant,35.42,58.18
u_03208,variant,41.73,22.67
u_03209,variant,61.37,68.32
u_03210,variant,25.35,37.08
u_03211,variant,31.49,23.8
u_03212,variant,40.19,34.03
u_03213,variant,55.01,66.58
u_03214,variant,74.07,55.39
u_03215,variant,55.72,61.31
u_03216,variant,37.3,48.04
u_03217,variant,49.25,41.17
u_03218,variant,48.91,27.19
u_03219,variant,14.69,24.92
u_03220,variant,46.18,48.67
u_03221,variant,23.46,12.36
u_03222,variant,98.7,84.54
u_03223,variant,56.79,55.52
u_03224,variant,66.65,48.4
u_03225,variant,10.27,29.71
u_03226,variant,63.82,35.92
u_03227,variant,57.84,54.64
u_03228,variant,51.98,40.8
u_03229,variant,33.05,46.41
u_03230,variant,8.66,12.25
u_03231,variant,120.35,98.52
u_03232,variant,24.59,19.96
u_03233,variant,31.71,30.3
u_03234,variant,98.66,100.95
u_03235,variant,65.67,53.56
u_03236,variant,74.04,50.78
u_03237,variant,23.66,15.19
u_03238,variant,42.16,34.84
u_03239,variant,27.67,10.4
u_03240,variant,35.32,33.23
u_03241,variant,99.09,95.61
u_03242,variant,38.01,27.65
u_03243,variant,44.0,60.48
u_03244,variant,36.31,22.2
u_03245,variant,24.82,30.02
u_03246,variant,152.98,131.49
u_03247,variant,48.49,48.62
u_03248,variant,20.68,14.2
u_03249,variant,68.83,58.44
u_03250,variant,82.18,74.14
u_03251,variant,73.88,69.83
u_03252,variant,59.94,44.41
u_03253,variant,32.45,19.77
u_03254,variant,9.82,35.36
u_03255,variant,21.6,9.56
u_03256,variant,50.81,48.86
u_03257,variant,38.37,38.19
u_03258,variant,14.79,18.13
u_03259,variant,51.95,46.43
u_03260,variant,21.05,36.04
u_03261,variant,56.87,44.06
u_03262,variant,55.78,41.33
u_03263,variant,40.99,35.99
u_03264,variant,49.94,31.09
u_03265,variant,55.65,41.52
u_03266,variant,72.81,79.07
u_03267,variant,42.43,30.6
u_03268,variant,39.66,31.02
u_03269,variant,45.24,33.41
u_03270,variant,109.26,112.4
u_03271,variant,14.89,22.67
u_03272,variant,40.32,35.58
u_03273,variant,32.95,30.88
u_03274,variant,46.85,40.04
u_03275,variant,23.36,18.72
u_03276,variant,22.26,15.98
u_03277,variant,34.49,45.95
u_03278,variant,39.61,35.03
u_03279,variant,52.08,56.95
u_03280,variant,88.87,70.45
u_03281,variant,69.38,54.02
u_03282,variant,56.95,44.47
u_03283,variant,59.74,66.27
u_03284,variant,65.8,49.23
u_03285,variant,47.79,43.33
u_03286,variant,67.22,63.36
u_03287,variant,1.0,1.0
u_03288,variant,34.13,39.41
u_03289,variant,24.22,29.45
u_03290,variant,37.94,26.82
u_03291,variant,20.6,31.13
u_03292,variant,112.04,110.56
u_03293,variant,81.38,78.03
u_03294,variant,54.39,32.79
u_03295,variant,32.14,23.12
u_03296,variant,72.66,55.78
u_03297,variant,38.39,45.83
u_03298,variant,32.51,30.34
u_03299,variant,48.01,41.78
u_03300,variant,44.44,28.51
u_03301,variant,59.4,51.07
u_03302,variant,16.28,12.77
u_03303,variant,55.46,60.17
u_03304,variant,52.42,41.88
u_03305,variant,75.82,68.62
u_03306,variant,79.28,73.6
u_03307,variant,80.78,67.65
u_03308,variant,125.27,119.9
u_03309,variant,119.92,106.99
u_03310,variant,89.71,84.52
u_03311,variant,74.91,71.35
u_03312,variant,27.96,26.04
u_03313,variant,8.55,20.96
u_03314,variant,70.95,66.25
u_03315,variant,45.83,22.91
u_03316,variant,155.79,159.47
u_03317,variant,9.3,19.85
u_03318,variant,55.82,63.05
u_03319,variant,48.29,63.0
u_03320,variant,28.45,24.37
u_03321,variant,46.36,46.55
u_03322,variant,43.24,24.16
u_03323,variant,44.43,52.58
u_03324,variant,53.68,43.92
u_03325,variant,25.6,30.07
u_03326,variant,32.59,41.76
u_03327,variant,30.8,35.41
u_03328,variant,20.25,19.86
u_03329,variant,47.43,53.17
u_03330,variant,89.62,85.95
u_03331,variant,35.73,33.71
u_03332,variant,97.15,96.52
u_03333,variant,116.88,127.32
u_03334,variant,32.71,24.91
u_03335,variant,37.65,41.54
u_03336,variant,40.49,24.44
u_03337,variant,21.02,22.86
u_03338,variant,25.47,34.59
u_03339,variant,37.26,38.03
u_03340,variant,39.93,48.44
u_03341,variant,53.74,39.3
u_03342,variant,30.47,22.43
u_03343,variant,44.82,69.85
u_03344,variant,35.07,28.43
u_03345,variant,29.44,18.27
u_03346,variant,29.51,45.36
u_03347,variant,56.99,48.48
u_03348,variant,103.66,91.08
u_03349,variant,86.5,91.0
u_03350,variant,29.07,26.91
u_03351,variant,24.22,36.13
u_03352,variant,36.12,22.79
u_03353,variant,70.86,48.95
u_03354,variant,50.64,44.93
u_03355,variant,40.41,25.98
u_03356,variant,67.6,62.47
u_03357,variant,30.68,11.69
u_03358,variant,86.88,94.13
u_03359,variant,61.35,49.36
u_03360,variant,88.3,78.4
u_03361,variant,67.7,50.25
u_03362,variant,81.22,66.76
u_03363,variant,55.76,51.5
u_03364,variant,22.06,26.78
u_03365,variant,26.5,31.1
u_03366,variant,10.53,16.28
u_03367,variant,11.37,10.71
u_03368,variant,67.53,73.14
u_03369,variant,47.91,34.1
u_03370,variant,26.55,32.82
u_03371,variant,115.49,117.75
u_03372,variant,148.97,130.18
u_03373,variant,25.5,26.87
u_03374,variant,40.56,38.27
u_03375,variant,53.61,47.03
u_03376,variant,33.91,42.69
u_03377,variant,72.07,62.38
u_03378,variant,11.28,19.6
u_03379,variant,108.69,107.03
u_03380,variant,49.88,37.76
u_03381,variant,103.48,101.48
u_03382,variant,53.37,38.91
u_03383,variant,50.1,36.72
u_03384,variant,87.8,71.06
u_03385,variant,124.42,104.15
u_03386,variant,119.6,103.92
u_03387,variant,31.79,1.77
u_03388,variant,92.52,76.92
u_03389,variant,37.35,42.17
u_03390,variant,29.13,45.71
u_03391,variant,38.68,27.94
u_03392,variant,38.03,36.43
u_03393,variant,42.08,49.99
u_03394,variant,12.34,25.5
u_03395,variant,87.77,76.9
u_03396,variant,71.65,69.73
u_03397,variant,44.65,63.65
u_03398,variant,39.91,29.31
u_03399,variant,38.53,33.4
u_03400,variant,67.64,64.09
u_03401,variant,67.45,51.63
u_03402,variant,78.07,62.52
u_03403,variant,36.85,36.93
u_03404,variant,35.34,23.88
u_03405,variant,70.31,51.27
u_03406,variant,76.32,54.12
u_03407,variant,148.45,138.81
u_03408,variant,1.0,9.76
u_03409,variant,95.89,89.97
u_03410,variant,54.52,52.39
u_03411,variant,34.58,35.69
u_03412,variant,40.97,58.11
u_03413,variant,57.57,57.82
u_03414,variant,31.33,36.03
u_03415,variant,31.64,11.1
u_03416,variant,95.71,80.66
u_03417,variant,25.7,29.41
u_03418,variant,13.04,26.79
u_03419,variant,38.44,35.24
u_03420,variant,75.83,75.1
u_03421,variant,37.66,39.91
u_03422,variant,38.9,25.65
u_03423,variant,54.34,36.45
u_03424,variant,61.65,43.95
u_03425,variant,42.41,21.76
u_03426,variant,4.9,11.15
u_03427,variant,58.32,67.49
u_03428,variant,69.86,51.25
u_03429,variant,22.14,28.72
u_03430,variant,89.23,97.57
u_03431,variant,1.74,28.77
u_03432,variant,32.36,34.68
u_03433,variant,22.63,38.66
u_03434,variant,32.2,29.9
u_03435,variant,33.76,23.61
u_03436,variant,22.74,18.55
u_03437,variant,60.05,48.06
u_03438,variant,89.92,65.96
u_03439,variant,46.86,39.81
u_03440,variant,46.06,55.32
u_03441,variant,42.97,29.56
u_03442,variant,62.75,34.62
u_03443,variant,53.95,44.96
u_03444,variant,73.31,60.87
u_03445,variant,26.0,22.92
u_03446,variant,30.64,26.92
u_03447,variant,2.34,15.78
u_03448,variant,113.72,111.8
u_03449,variant,109.13,98.54
u_03450,variant,50.3,32.43
u_03451,variant,60.98,39.5
u_03452,variant,92.69,95.62
u_03453,variant,7.89,29.65
u_03454,variant,27.19,30.0
u_03455,variant,101.14,102.76
u_03456,variant,41.26,51.23
u_03457,variant,25.38,21.26
u_03458,variant,70.75,67.41
u_03459,variant,33.89,28.86
u_03460,variant,89.52,93.4
u_03461,variant,43.27,52.36
u_03462,variant,19.53,15.79
u_03463,variant,37.11,24.8
u_03464,variant,59.41,44.42
u_03465,variant,33.7,25.53
u_03466,variant,38.97,44.13
u_03467,variant,66.63,80.49
u_03468,variant,91.46,88.93
u_03469,variant,56.79,66.39
u_03470,variant,34.67,41.53
u_03471,variant,23.94,25.95
u_03472,variant,61.1,61.9
u_03473,variant,56.18,57.53
u_03474,variant,36.83,40.02
u_03475,variant,49.99,47.18
u_03476,variant,34.05,34.26
u_03477,variant,24.18,28.02
u_03478,variant,36.31,31.51
u_03479,variant,20.69,1.0
u_03480,variant,85.97,84.58
u_03481,variant,23.72,10.14
u_03482,variant,51.04,48.29
u_03483,variant,11.61,18.19
u_03484,variant,63.5,49.39
u_03485,variant,67.46,62.47
u_03486,variant,35.66,62.32
u_03487,variant,47.29,41.39
u_03488,variant,35.11,20.74
u_03489,variant,78.75,82.87
u_03490,variant,27.31,11.77
u_03491,variant,30.8,19.14
u_03492,variant,16.14,32.76
u_03493,variant,24.17,20.73
u_03494,variant,67.67,78.03
u_03495,variant,45.84,34.2
u_03496,variant,26.18,36.03
u_03497,variant,62.37,52.87
u_03498,variant,59.95,28.56
u_03499,variant,63.33,69.79
u_03500,variant,51.02,51.91
u_03501,variant,48.44,53.0
u_03502,variant,53.59,46.32
u_03503,variant,2.18,23.29
u_03504,variant,58.47,47.35
u_03505,variant,10.24,19.93
u_03506,variant,47.3,48.56
u_03507,variant,104.11,87.08
u_03508,variant,72.16,56.07
u_03509,variant,36.48,34.99
u_03510,variant,28.16,26.18
u_03511,variant,50.96,45.33
u_03512,variant,50.79,55.14
u_03513,variant,58.12,58.55
u_03514,variant,25.91,29.66
u_03515,variant,38.46,47.98
u_03516,variant,71.89,57.52
u_03517,variant,70.06,49.49
u_03518,variant,64.65,60.82
u_03519,variant,59.8,63.41
u_03520,variant,62.95,60.51
u_03521,variant,43.64,36.23
u_03522,variant,15.52,28.1
u_03523,variant,27.5,22.4
u_03524,variant,45.77,48.03
u_03525,variant,34.65,49.28
u_03526,variant,37.58,17.33
u_03527,variant,33.73,31.1
u_03528,variant,32.96,48.79
u_03529,variant,119.07,124.21
u_03530,variant,20.2,30.81
u_03531,variant,42.78,39.36
u_03532,variant,67.7,52.78
u_03533,variant,63.85,60.67
u_03534,variant,52.14,42.96
u_03535,variant,4.14,25.33
u_03536,variant,51.92,47.42
u_03537,variant,110.87,91.99
u_03538,variant,23.87,27.79
u_03539,variant,30.76,29.56
u_03540,variant,101.06,95.19
u_03541,variant,44.42,28.08
u_03542,variant,29.18,1.0
u_03543,variant,48.04,23.61
u_03544,variant,32.76,11.6
u_03545,variant,47.69,50.66
u_03546,variant,33.57,43.88
u_03547,variant,10.81,36.8
u_03548,variant,51.78,34.45
u_03549,variant,27.01,29.44
u_03550,variant,115.65,107.71
u_03551,variant,32.56,13.19
u_03552,variant,27.42,41.35
u_03553,variant,25.94,33.69
u_03554,variant,47.64,26.93
u_03555,variant,24.91,25.16
u_03556,variant,84.44,83.53
u_03557,variant,118.36,125.79
u_03558,variant,54.47,49.57
u_03559,variant,65.25,51.99
u_03560,variant,24.11,12.61
u_03561,variant,90.09,76.12
u_03562,variant,42.53,29.51
u_03563,variant,28.56,9.23
u_03564,variant,63.35,63.65
u_03565,variant,99.23,77.4
u_03566,variant,86.21,77.08
u_03567,variant,45.09,35.96
u_03568,variant,30.96,26.01
u_03569,variant,58.26,35.31
u_03570,variant,39.51,34.37
u_03571,variant,64.98,57.42
u_03572,variant,70.43,52.58
u_03573,variant,36.13,28.09
u_03574,variant,93.44,91.82
u_03575,variant,55.28,50.14
u_03576,variant,77.63,68.8
u_03577,variant,20.72,40.31
u_03578,variant,67.68,41.71
u_03579,variant,13.85,2.95
u_03580,variant,67.55,56.51
u_03581,variant,63.6,45.88
u_03582,variant,37.49,20.4
u_03583,variant,49.12,50.03
u_03584,variant,70.27,64.07
u_03585,variant,74.01,63.81
u_03586,variant,17.39,13.76
u_03587,variant,41.16,46.97
u_03588,variant,18.3,26.79
u_03589,variant,65.34,81.89
u_03590,variant,61.55,76.22
u_03591,variant,31.98,17.72
u_03592,variant,32.8,22.48
u_03593,variant,33.18,32.81
u_03594,variant,20.71,35.74
u_03595,variant,28.91,32.94
u_03596,variant,57.97,47.03
u_03597,variant,74.04,78.88
u_03598,variant,60.35,42.17
u_03599,variant,12.01,28.82
u_03600,variant,34.97,50.88
u_03601,variant,55.37,35.88
u_03602,variant,34.96,40.46
u_03603,variant,37.95,48.03
u_03604,variant,92.08,72.89
u_03605,variant,33.44,15.78
u_03606,variant,120.6,117.53
u_03607,variant,53.43,44.98
u_03608,variant,40.75,33.01
u_03609,variant,40.13,25.83
u_03610,variant,46.65,26.57
u_03611,variant,32.95,34.27
u_03612,variant,49.01,47.82
u_03613,variant,38.39,31.77
u_03614,variant,18.59,26.14
u_03615,variant,54.27,47.94
u_03616,variant,33.77,42.92
u_03617,variant,32.09,14.05
u_03618,variant,71.27,52.51
u_03619,variant,29.09,5.39
u_03620,variant,28.29,53.28
u_03621,variant,37.12,46.4
u_03622,variant,78.38,73.86
u_03623,variant,27.79,29.77
u_03624,variant,58.07,72.93
u_03625,variant,63.4,56.08
u_03626,variant,87.68,85.15
u_03627,variant,99.57,72.1
u_03628,variant,43.17,33.24
u_03629,variant,22.98,16.9
u_03630,variant,58.13,69.14
u_03631,variant,93.85,70.31
u_03632,variant,1.0,16.18
u_03633,variant,14.08,30.02
u_03634,variant,45.99,52.11
u_03635,variant,72.26,65.91
u_03636,variant,55.01,52.54
u_03637,variant,66.37,57.76
u_03638,variant,100.0,81.13
u_03639,variant,33.18,38.45
u_03640,variant,39.0,29.47
u_03641,variant,31.76,41.94
u_03642,variant,47.66,44.76
u_03643,variant,50.63,37.02
u_03644,variant,52.84,58.43
u_03645,variant,37.83,33.64
u_03646,variant,50.08,49.24
u_03647,variant,61.65,56.66
u_03648,variant,101.82,75.14
u_03649,variant,19.9,27.08
u_03650,variant,42.2,23.78
u_03651,variant,44.08,31.36
u_03652,variant,23.32,26.28
u_03653,variant,51.96,49.58
u_03654,variant,51.13,58.16
u_03655,variant,63.49,45.49
u_03656,variant,47.99,38.24
u_03657,variant,77.5,78.13
u_03658,variant,26.65,44.13
u_03659,variant,73.14,83.86
u_03660,variant,42.46,41.88
u_03661,variant,33.21,17.4
u_03662,variant,48.94,34.08
u_03663,variant,35.84,52.1
u_03664,variant,62.26,64.06
u_03665,variant,22.44,20.63
u_03666,variant,39.7,36.25
u_03667,variant,124.91,108.72
u_03668,variant,22.71,37.35
u_03669,variant,76.47,68.17
u_03670,variant,154.01,154.53
u_03671,variant,127.47,113.06
u_03672,variant,30.71,18.04
u_03673,variant,82.48,58.72
u_03674,variant,74.17,60.59
u_03675,variant,59.49,46.38
u_03676,variant,19.55,23.29
u_03677,variant,49.06,47.85
u_03678,variant,46.8,54.1
u_03679,variant,32.43,30.51
